user,mean_login_hour,std_login_hour,mean_logout_hour,mean_session_duration,total_logins,failed_logins,failed_login_ratio,weekend_logins,after_hours_logins,unique_locations,suspicious_locations,files_per_day,total_file_accesses,classified_access_count,classified_access_ratio,file_downloads,file_deletions,file_copies,total_bytes_file,mean_bytes_file,unique_files_accessed,out_of_session_access,out_of_session_ratio,usb_events,usb_per_day,total_bytes_usb,mean_usb_duration,max_bytes_usb,emails_per_day,total_emails,external_emails,external_email_ratio,emails_with_attachment,total_attachment_bytes,total_network_events,total_bytes_sent,total_bytes_received,mean_bytes_sent,unique_dst_ips,unique_dst_ports,port_scans,suspicious_geo_connections,ssh_ftp_connections,vpn_sessions,vpn_total_upload,vpn_total_download,vpn_suspicious_geo,total_processes,suspicious_processes,suspicious_process_ratio,mean_cpu,max_memory,degree_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient,neighbor_count,nlp_keyword_flag_avg,nlp_suspicious_kw_total,nlp_exfil_flag_avg,nlp_subject_len_avg,nlp_sentiment_avg,nlp_caps_ratio_avg,is_red_team,threat_scenario
EMP-1011,7.046153846153846,0.623266827660143,15.046153846153846,7.944153846153847,65,2,0.0298507462686567,2,0,1,0,3.550561797752809,316,18,0.0569620253164556,49,2,52,2482452007,7855860.78164557,44,73,0.73,22,0.247191011235955,2602019515,103.63636363636364,443901826,2.7752808988764044,247,22,0.0890688259109311,51,282028135,570,2878660927,13855752434,5050282.328070176,256,64,0,50,38,33,8616694881,34920956764,1,294,10,0.0340136054421768,51.247959183673466,4064.1,0.3085106382978723,0.0026940863350899,0.0700588175591228,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1012,7.0,0.7385489458759964,15.029850746268655,8.111492537313433,67,2,0.0289855072463768,4,1,1,0,8.438202247191011,751,213,0.2836218375499334,53,417,42,2219897096,2955921.5659121173,50,85,0.85,21,0.2359550561797752,2809496719,99.38095238095238,497575733,2.7865168539325844,248,22,0.0887096774193548,62,443422834,612,2943512113,14628159654,4809660.315359477,268,85,0,47,38,26,7133228416,24640931762,1,486,163,0.3353909465020576,57.88724279835391,4083.7,0.3351063829787234,0.0031895315620109,0.0754105384665557,0,63,0.0,0.0,0.0,0.0,0.0,0.0,1,sabotage
EMP-1013,6.907692307692308,0.630552260995196,14.923076923076923,8.046307692307694,65,2,0.0298507462686567,2,1,1,0,3.932584269662921,350,13,0.0371428571428571,45,16,60,2820904626,8059727.502857143,40,75,0.75,17,0.1910112359550561,1509110417,107.70588235294116,481297216,2.4831460674157304,221,21,0.0950226244343891,58,360382931,575,2822489550,13765848934,4908677.478260869,261,61,0,45,23,31,8091272607,29513516121,2,316,7,0.0221518987341772,50.91170886075949,4056.8,0.2765957446808511,0.0020494171599004,0.0641712188439829,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1014,7.0,0.770551750371122,14.584615384615384,7.590461538461538,65,1,0.0151515151515151,1,1,1,0,3.5842696629213484,319,17,0.0532915360501567,44,15,55,2625814720,8231394.106583072,41,76,0.76,16,0.1797752808988764,1991246095,109.375,367078104,3.146067415730337,280,17,0.0607142857142857,60,415147329,610,3088002614,15735408187,5062299.367213115,266,80,0,51,37,41,9354314526,36335799873,1,320,12,0.0375,49.915,4086.3,0.2765957446808511,0.0020348478330913,0.0642968548861461,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1015,7.970149253731344,0.6022721939186769,15.791044776119405,7.835820895522386,67,0,0.0,2,0,1,0,3.640449438202247,324,83,0.2561728395061728,52,11,37,2429194054,7497512.512345679,54,72,0.72,19,0.2134831460674157,1809251255,97.36842105263158,373127864,2.741573033707865,244,16,0.0655737704918032,61,352855021,598,3014424920,15128355353,5040844.347826087,256,67,0,44,39,33,7473718455,30813738012,2,350,7,0.02,49.48857142857144,4092.5,0.3404255319148936,0.0032247715941911,0.0767481660919734,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1016,9.014705882352942,0.55965466587844,17.279411764705884,8.261176470588234,68,2,0.0285714285714285,4,0,1,0,3.752808988764045,334,85,0.2544910179640718,59,7,41,2681296751,8027834.583832336,54,61,0.61,18,0.2022471910112359,2383724936,104.16666666666669,498101903,2.808988764044944,250,20,0.08,58,340425551,620,3223409151,15812018134,5199047.017741935,268,80,0,45,46,39,8474349149,39467880236,2,309,11,0.0355987055016181,47.955016181229766,4057.9,0.3457446808510638,0.0034523364316779,0.0772994074585577,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1017,7.123076923076923,0.5996794015266695,15.261538461538462,8.151538461538461,65,4,0.0579710144927536,4,0,1,0,3.6853932584269664,328,87,0.2652439024390244,44,14,34,2058258018,6275176.884146341,55,73,0.73,24,0.2696629213483146,2262229930,110.95833333333331,469997840,2.741573033707865,244,27,0.110655737704918,55,385865264,628,3104823756,15611476848,4943986.872611465,271,85,0,52,47,33,8136599248,34613514306,2,302,15,0.0496688741721854,50.21092715231788,4090.7,0.3723404255319149,0.0041353750879661,0.0820152331506745,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1018,7.0606060606060606,0.6989836110940576,14.742424242424242,7.766969696969697,66,1,0.0149253731343283,2,2,1,0,12.292134831460674,1094,830,0.7586837294332724,301,6,289,14145859647,12930401.871115174,55,55,0.55,18,0.2022471910112359,1535434430,101.94444444444444,494604246,4.853932584269663,432,203,0.4699074074074074,229,5149474857,558,2720468228,14720868620,4875391.089605735,249,68,0,44,32,30,7330336296,24744254442,0,313,11,0.0351437699680511,50.8370607028754,4095.4,0.3563829787234042,0.0037381667920184,0.0789962175341351,0,67,0.0,0.0,0.0,0.0,0.0,0.0,1,espionage
EMP-1019,7.985074626865671,0.563875585714288,16.35820895522388,8.313880597014927,67,0,0.0,2,0,1,0,3.9101123595505616,348,17,0.0488505747126436,50,12,43,2365116268,6796311.114942528,43,72,0.72,14,0.1573033707865168,417331930,89.57142857142857,266299883,3.0,267,22,0.0823970037453183,57,313432026,565,2731698147,14036113529,4834863.976991151,270,80,0,52,35,30,7886835807,31067194897,2,341,15,0.0439882697947214,49.88680351906158,4092.8,0.2872340425531914,0.0022450750299259,0.0661902179237591,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1020,7.115942028985507,0.5566769018564797,15.434782608695652,8.375942028985506,69,1,0.0142857142857142,4,0,1,0,3.606741573033708,321,6,0.0186915887850467,47,10,36,2296787200,7155100.31152648,36,71,0.71,15,0.1685393258426966,2423378733,112.53333333333332,481894688,2.797752808988764,249,19,0.0763052208835341,53,306981181,583,2955251359,13886962272,5069041.782161235,253,75,0,40,27,34,8225983156,32481186620,2,304,9,0.0296052631578947,47.69671052631579,4072.7,0.2553191489361702,0.0016948414538412,0.0600759527288901,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1021,6.924242424242424,0.7298178078356492,15.393939393939394,8.413939393939394,66,0,0.0,1,1,1,0,3.449438202247191,307,10,0.0325732899022801,47,5,38,2119534362,6904020.723127035,39,71,0.71,9,0.1011235955056179,888376913,118.0,297565324,2.943820224719101,262,24,0.0916030534351145,67,522790827,558,2821381590,14468215648,5056239.40860215,258,76,0,41,40,39,10781563537,47064069897,0,318,10,0.0314465408805031,46.25534591194969,4060.8,0.2446808510638297,0.0013733547318945,0.0590287919783579,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1022,8.044117647058824,0.6092281274906177,15.985294117647058,7.969264705882354,68,1,0.0144927536231884,4,0,1,0,3.7191011235955056,331,14,0.0422960725075528,47,14,40,2395093577,7235932.256797583,42,79,0.79,17,0.1910112359550561,866225006,100.3529411764706,489421944,3.0,267,21,0.0786516853932584,68,459560224,582,3004346411,14370443523,5162107.235395189,257,77,0,50,28,38,9331278554,40421049287,1,320,14,0.04375,50.7475,4085.0,0.2819148936170212,0.0020221991150438,0.065952160518867,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1023,7.444444444444445,4.3127717305695645,13.283950617283953,7.02037037037037,81,58,0.4172661870503597,8,13,5,66,3.820224719101124,340,18,0.0529411764705882,44,2,45,2181944356,6417483.4,45,74,0.74,14,0.1573033707865168,908486445,85.28571428571429,307026432,2.752808988764045,245,15,0.0612244897959183,72,438381968,587,2948719973,14476561137,5023373.037478705,258,86,0,50,29,40,12840359620,50016430007,6,317,8,0.0252365930599369,48.69116719242902,4057.4,0.2872340425531914,0.0021259932907634,0.0668584835735983,0,54,0.0,0.0,0.0,0.0,0.0,0.0,1,credential_abuse
EMP-1024,8.09375,0.6835655819026473,16.671875,8.580156249999998,64,5,0.072463768115942,4,0,1,0,3.966292134831461,353,20,0.0566572237960339,53,10,47,2675542502,7579440.515580736,42,82,0.82,12,0.1348314606741573,1486961851,57.25,462156331,2.764044943820225,246,17,0.0691056910569105,62,429781087,571,2742616107,14425658560,4803180.572679509,259,76,0,43,37,35,7471963980,34381728766,3,311,12,0.0385852090032154,52.40739549839228,4064.6,0.2765957446808511,0.0019605183524849,0.0648102067777624,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1025,10.076923076923077,0.6448762552733545,17.784615384615385,7.727846153846154,65,1,0.0151515151515151,1,0,1,0,3.741573033707865,333,73,0.2192192192192192,52,10,49,2773356906,8328399.117117117,54,77,0.77,15,0.1685393258426966,1637406035,91.4,453599454,3.157303370786517,281,17,0.0604982206405693,70,428504515,569,2869053465,14540763672,5042273.224956064,260,76,0,42,35,27,5628250580,27181519983,0,293,10,0.0341296928327645,49.2542662116041,4092.2,0.3404255319148936,0.0032230176723333,0.0767275987185521,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1026,6.878787878787879,0.5952414252321105,14.833333333333334,7.932272727272727,66,1,0.0149253731343283,2,1,1,0,6.550561797752809,583,356,0.6106346483704974,153,17,164,8669994484,14871345.598627787,55,83,0.83,26,0.2921348314606741,15367111625,84.92307692307692,3745517653,2.662921348314607,237,20,0.0843881856540084,56,367760034,591,10371968205,13758396025,17549861.59898477,285,66,0,77,49,40,11120631887,35475910925,1,320,18,0.05625,49.5453125,4092.8,0.3776595744680851,0.0458633745658489,0.0794639828949045,0,71,0.0,0.0,0.0,0.0,0.0,0.0,1,data_exfiltration
EMP-1027,8.061538461538461,0.6092239704360344,16.26153846153846,8.288615384615387,65,3,0.0441176470588235,3,0,1,0,3.6741573033707855,327,74,0.2262996941896024,44,10,46,2477560184,7576636.648318043,54,68,0.68,12,0.1348314606741573,653039003,90.41666666666669,395492490,2.696629213483146,240,23,0.0958333333333333,59,372063952,585,2844855816,14850862215,4863001.394871795,263,82,0,59,36,33,6705763529,35365938415,1,320,15,0.046875,49.99249999999999,4061.2,0.324468085106383,0.0028552700709738,0.0738683257454978,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1028,7.044776119402985,0.7056661546689901,15.014925373134329,8.010746268656717,67,1,0.0147058823529411,3,1,1,0,3.5730337078651684,318,75,0.2358490566037736,48,9,33,1897248830,5966191.289308176,54,80,0.8,19,0.2134831460674157,2357055024,67.42105263157895,494694191,2.9101123595505616,259,27,0.1042471042471042,60,299069848,595,2974563153,15161945598,4999265.803361344,258,75,0,46,36,29,5693180466,33041651548,1,315,15,0.0476190476190476,49.80253968253968,4094.1,0.351063829787234,0.0035732587168488,0.0782713088769686,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1029,8.84375,0.695079075095,16.8125,7.8984375,64,2,0.0303030303030303,1,0,1,0,3.775280898876405,336,9,0.0267857142857142,50,13,37,2137736884,6362312.154761905,37,68,0.68,23,0.2584269662921348,1180076146,77.08695652173913,460930409,2.651685393258427,236,9,0.0381355932203389,69,375365574,620,3147331029,15818920639,5076340.369354839,257,82,0,55,25,42,10168406488,34213510836,1,292,12,0.0410958904109589,50.92260273972602,4076.7,0.2659574468085106,0.001869299593294,0.0620909840418253,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1030,8.954545454545455,0.6428737926581806,17.060606060606062,8.06,66,0,0.0,1,0,1,0,12.415730337078651,1105,771,0.6977375565610859,297,15,300,14025133145,12692428.185520362,48,36,0.36,21,0.2359550561797752,2398913927,88.47619047619048,464294534,4.898876404494382,436,193,0.4426605504587156,241,5159499513,576,2861649931,14320301953,4968142.241319444,252,68,0,47,28,40,10941040165,40641587105,2,283,6,0.0212014134275618,52.13639575971731,4086.8,0.324468085106383,0.0029911508466779,0.0732555011141023,0,61,0.0,0.0,0.0,0.0,0.0,0.0,1,espionage
EMP-1031,8.071428571428571,0.6213922789906823,16.1,7.993000000000001,70,1,0.0140845070422535,6,0,1,0,3.640449438202247,324,9,0.0277777777777777,40,9,35,1836455580,5668072.777777778,38,79,0.79,23,0.2584269662921348,863842016,108.21739130434784,465577850,2.9775280898876404,265,21,0.0792452830188679,72,567832883,590,3069464872,14710878743,5202482.833898305,256,65,0,62,40,36,9355019025,35993106657,2,284,10,0.0352112676056338,49.47816901408451,4050.4,0.2819148936170212,0.0022245469739125,0.0647493886070342,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1032,9.043478260869565,0.6737686504827912,17.144927536231883,8.076666666666668,69,2,0.028169014084507,6,0,1,0,12.235955056179776,1089,764,0.7015610651974288,306,6,308,14234676393,13071328.184573002,49,37,0.37,20,0.2247191011235955,2357659731,94.9,437973519,4.831460674157303,430,197,0.4581395348837209,224,5327446620,569,2866832738,14417717455,5038370.365553603,262,87,0,62,32,28,7667297202,29128848489,2,317,9,0.028391167192429,49.25047318611988,4095.2,0.324468085106383,0.0028803782845808,0.0737690188968012,0,61,0.0,0.0,0.0,0.0,0.0,0.0,1,espionage
EMP-1033,6.921875,0.6499007860789459,14.890625,7.98859375,64,3,0.044776119402985,2,0,1,0,14.101123595505618,1255,932,0.7426294820717132,958,12,39,17845467552,14219496.057370516,51,61,0.61,18,0.2022471910112359,1371382593,81.33333333333333,490540367,6.247191011235955,556,318,0.5719424460431655,354,5018463131,563,2818186062,13749533438,5005659.079928952,253,70,0,48,30,36,7578391640,35217526369,2,328,23,0.0701219512195122,50.78780487804878,4094.8,0.3404255319148936,0.0033056744147009,0.0763304340708656,0,64,0.0,0.0,0.0,0.0,0.0,0.0,1,flight_risk
EMP-1034,9.123076923076924,0.7182376936748618,17.29230769230769,8.183692307692308,65,0,0.0,0,0,1,0,3.5168539325842696,313,12,0.0383386581469648,37,19,48,2114841882,6756683.329073482,39,71,0.71,15,0.1685393258426966,1308445928,78.13333333333334,396392384,2.662921348314607,237,26,0.1097046413502109,45,277655665,596,3077874708,14749583674,5164219.308724832,251,76,0,44,34,38,8634846528,34276568756,1,283,14,0.0494699646643109,49.25971731448763,4084.1,0.2712765957446808,0.0019020677154601,0.0634369939787462,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1035,8.096774193548388,0.5925681096456433,16.177419354838708,8.182096774193548,62,4,0.0606060606060606,1,0,1,0,3.966292134831461,353,81,0.2294617563739376,58,11,49,2506041872,7099268.759206799,55,76,0.76,13,0.146067415730337,1333573442,100.15384615384616,419387224,2.898876404494382,258,29,0.1124031007751938,66,379633466,582,2863725378,14739455490,4920490.340206185,251,68,0,50,32,44,12837239759,37882073884,1,307,14,0.0456026058631921,46.97947882736157,4082.2,0.3457446808510638,0.0033731135893498,0.0776505059456896,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1036,8.073529411764707,0.554928433481486,16.294117647058822,8.221323529411764,68,1,0.0144927536231884,4,0,1,0,3.786516853932584,337,75,0.2225519287833827,46,10,35,2115058860,6276139.050445104,54,75,0.75,10,0.1123595505617977,569499688,47.0,295786928,2.820224719101124,251,19,0.0756972111553784,67,472378448,607,3068712381,15420883607,5055539.342668863,267,76,0,67,31,36,10243077939,35477502276,0,315,12,0.0380952380952381,49.09650793650793,4085.1,0.3297872340425531,0.0029861362303779,0.0747647931320344,0,62,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1037,6.985294117647059,0.6346381518987639,14.897058823529411,7.857352941176471,68,1,0.0144927536231884,4,0,1,0,3.707865168539326,330,76,0.2303030303030303,58,7,33,2587354757,7840468.960606061,55,76,0.76,22,0.247191011235955,1584178552,77.04545454545455,484225953,2.50561797752809,223,13,0.0582959641255605,49,303825558,596,2818713931,14798902821,4729385.790268457,262,72,0,56,27,39,9608444903,41718992542,1,319,12,0.0376175548589341,51.29373040752351,4089.7,0.3563829787234042,0.0037042697522221,0.0791555638728254,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1038,9.92753623188406,0.6927957126045452,17.942028985507246,7.953768115942029,69,0,0.0,4,0,1,0,3.6853932584269664,328,77,0.2347560975609756,43,9,34,2016046358,6146482.798780488,54,78,0.78,16,0.1797752808988764,1973895425,106.875,487385299,2.943820224719101,262,18,0.0687022900763358,61,261431384,546,2828841470,13225440529,5181028.333333333,253,82,0,40,39,44,11210890426,37604736326,1,331,12,0.0362537764350453,50.241993957703926,4092.9,0.351063829787234,0.0036102900436105,0.0780680508165573,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1039,10.119402985074627,0.6401322794098651,17.746268656716417,7.696716417910449,67,0,0.0,2,0,1,0,3.853932584269663,343,12,0.0349854227405247,44,4,45,2258958007,6585883.402332362,39,70,0.7,19,0.2134831460674157,1240709112,91.42105263157896,483715961,3.134831460674157,279,26,0.0931899641577061,60,319735203,612,3108720475,15774736158,5079608.619281046,256,86,0,53,30,40,7391229188,40374813706,2,331,10,0.0302114803625377,49.94803625377643,4084.0,0.2765957446808511,0.0020516915857224,0.0641707201020918,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1040,9.985074626865671,0.6851794127670379,17.83582089552239,7.832089552238804,67,2,0.0289855072463768,4,0,1,0,3.966292134831461,353,12,0.0339943342776204,52,6,49,2494830459,7067508.382436261,40,76,0.76,17,0.1910112359550561,2051673642,91.76470588235294,401885887,3.01123595505618,268,15,0.0559701492537313,59,308604697,567,2765960550,14033062034,4878237.301587301,251,73,0,46,37,24,5297394907,26925426910,1,292,13,0.0445205479452054,51.27054794520548,4086.5,0.2712765957446808,0.0019026368068407,0.0635155501198096,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1041,7.153846153846154,0.7337993857053429,14.846153846153848,7.700923076923076,65,2,0.0298507462686567,2,0,1,0,3.404494382022472,303,12,0.0396039603960396,44,8,44,2157171399,7119377.554455445,41,68,0.68,18,0.2022471910112359,1897463091,79.77777777777777,474657136,2.393258426966292,213,15,0.0704225352112676,53,504381305,622,3040157117,14815614171,4887712.406752411,270,64,0,47,28,35,7222562403,33877864373,3,332,9,0.0271084337349397,50.244879518072295,4091.0,0.2925531914893617,0.0023393714149535,0.0673224839455498,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1042,8.911764705882353,0.6403192794467892,17.308823529411764,8.369558823529411,68,1,0.0144927536231884,4,0,1,0,3.6853932584269664,328,15,0.0457317073170731,59,10,38,2230660022,6800792.75,43,76,0.76,17,0.1910112359550561,2557804809,100.05882352941175,470927048,3.0,267,32,0.1198501872659176,54,390240598,587,3051767701,14802655830,5198922.829642248,250,73,0,41,28,25,6919210678,27909164421,1,350,13,0.0371428571428571,48.35514285714287,4092.9,0.2819148936170212,0.0020499915862898,0.0657171144431985,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1043,9.92537313432836,0.5590422772493582,18.029850746268657,8.103283582089553,67,0,0.0,2,0,1,0,3.6741573033707855,327,15,0.0458715596330275,47,11,39,2151249622,6578745.021406728,40,80,0.8,17,0.1910112359550561,1141589416,79.6470588235294,361998335,2.752808988764045,245,20,0.0816326530612244,62,379213005,610,3062542476,15188271635,5020561.436065574,261,70,0,53,35,27,6141709486,19442654738,0,287,12,0.0418118466898954,53.22926829268293,4064.0,0.2819148936170212,0.0021070612071458,0.0654362858794798,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1044,8.0,0.5590169943749475,16.26153846153846,8.330923076923078,65,2,0.0298507462686567,2,0,1,0,3.662921348314607,326,10,0.0306748466257668,50,11,36,2213379254,6789506.91411043,39,81,0.81,12,0.1348314606741573,1320812807,69.0,484159769,2.943820224719101,262,21,0.0801526717557251,52,292446739,619,3117134462,15213860065,5035758.42003231,264,76,0,42,38,37,10635887272,31996926352,1,321,19,0.0591900311526479,48.216822429906536,4089.7,0.2659574468085106,0.0018468626618331,0.0622500959964181,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
